date,flows,bytes,packets
2013-04-05 08:59,7079,80467065,1356765
2013-04-05 09:05,7429,76296725,1284495
2013-04-05 09:10,5785,37633517,622488
2013-04-05 09:15,5768,39639581,660621
2013-04-05 09:20,5503,29702433,480025
2013-04-05 09:25,5317,30234002,488950
2013-04-05 09:30,5061,35067803,577561
2013-04-05 09:35,4686,27887054,447430
2013-04-05 09:40,4851,26438480,420917
2013-04-05 09:45,4767,32026906,520286
2013-04-05 09:50,5088,29023196,464750
2013-04-05 09:55,5286,32751936,535374
2013-04-05 09:59,4608,33026937,550286
2013-04-05 10:05,5752,35634352,584477
2013-04-05 10:10,6352,38021811,613262
2013-04-05 10:15,6671,40365803,659555
2013-04-05 10:20,6091,32735100,530972
2013-04-05 10:25,6515,38364908,633600
2013-04-05 10:30,7049,43453544,724681
2013-04-05 10:35,7244,45190263,754258
2013-04-05 10:40,7133,40938197,675311
2013-04-05 10:45,7881,53263982,900597
2013-04-05 10:50,7837,50079431,844616
2013-04-05 10:55,7803,47916824,803219
2013-04-05 10:59,6520,47787475,810811
2013-04-05 11:05,8310,49687395,835671
2013-04-05 11:10,8434,55946806,941513
2013-04-05 11:15,8740,70620617,1200629
2013-04-05 11:20,8862,67636043,1148242
2013-04-05 11:25,8684,66359505,1126404
2013-04-05 11:30,8789,66813161,1131901
2013-04-05 11:35,8511,54625657,914409
2013-04-05 11:40,9156,73245625,1249788
2013-04-05 11:45,9151,73440141,1253295
2013-04-05 11:50,9198,68939997,1169274
2013-04-05 11:55,9514,69598284,1181587
2013-04-05 11:59,7688,40148304,668235
2013-04-05 12:05,9396,75415573,1293368
2013-04-05 12:10,9810,70632716,1203069
2013-04-05 12:15,9362,56026762,947118
2013-04-05 12:20,9000,59540839,1009276
2013-04-05 12:25,8709,56011778,948870
2013-04-05 12:30,8440,58851057,1001293
2013-04-05 12:35,8081,48484241,815406
2013-04-05 12:40,7912,50643826,854576
2013-04-05 12:45,7513,53486889,905375
2013-04-05 12:50,7226,48237663,811315
2013-04-05 12:55,6907,45052465,754707
2013-04-05 12:59,5598,41941658,709375
2013-04-05 13:05,6546,43023415,718450
2013-04-05 13:10,6289,36728717,603502
2013-04-05 13:15,6433,42125265,703509
2013-04-05 13:20,5903,45345670,764477
2013-04-05 13:25,5432,39866901,663989
2013-04-05 13:30,5132,35803486,590692
2013-04-05 13:35,4662,27245028,435658
2013-04-05 13:40,4610,27669820,443884
2013-04-05 13:45,4283,22819516,354398
2013-04-05 13:50,4037,22725333,354227
2013-04-05 13:55,3911,24227395,383382
2013-04-05 13:59,3066,18526277,288353
2013-04-05 14:05,3162,19628153,299528
2013-04-05 14:10,3326,21963009,343192
2013-04-05 14:15,3542,19636795,300201
2013-04-05 14:20,3454,19283752,291770
2013-04-05 14:25,3494,19022572,287310
2013-04-05 14:30,3564,19694564,300888
2013-04-05 14:35,3527,23243719,365206
2013-04-05 14:40,3570,23786002,373593
2013-04-05 14:45,3561,20928997,324742
2013-04-05 14:50,3158,20592569,318839
2013-04-05 14:55,2981,19689686,300683
2013-04-05 14:59,2475,15411193,232062
2013-04-05 15:05,2774,13813302,195315
2013-04-05 15:10,2613,14567992,210685
2013-04-05 15:15,2756,15388229,192832
2013-04-05 15:20,2757,14680719,179793
2013-04-05 15:25,2185,11675987,157311
2013-04-05 15:30,1566,10248258,144214
2013-04-05 15:35,380,269497,3726
2013-04-05 15:40,376,246132,3316
2013-04-05 15:45,340,265253,3843
2013-04-05 15:50,329,255746,3692
2013-04-05 15:55,555,306788,4381
2013-04-05 15:59,248,214191,3169
2013-04-05 16:05,350,275957,3984
2013-04-05 16:10,398,286790,3994
2013-04-05 16:15,891,316712,4406
2013-04-05 16:20,800,242238,3323
2013-04-05 16:25,357,317299,4682
2013-04-05 16:30,610,321363,4551
2013-04-05 16:35,436,364448,5316
2013-04-05 16:40,508,452673,6507
2013-04-05 16:45,498,448438,6769
2013-04-05 16:50,569,464576,6821
2013-04-05 16:55,436,357142,5141
2013-04-05 16:59,389,325380,4720
2013-04-05 17:05,674,468766,6954
2013-04-05 17:10,454,391634,5602
2013-04-05 17:15,769,444399,6489
2013-04-05 17:20,945,427360,6302
2013-04-05 17:25,437,321182,4472
2013-04-05 17:30,504,442987,6507
2013-04-05 17:35,611,303488,4242
2013-04-05 17:40,521,280818,3732
2013-04-05 17:45,406,308426,4361
2013-04-05 17:50,342,222639,3031
2013-04-05 17:55,492,298010,3976
2013-04-05 17:59,341,224410,3011
2013-04-05 18:05,349,249641,3506
2013-04-05 18:10,613,361833,4978
2013-04-05 18:15,768,395315,5405
2013-04-05 18:20,818,345138,4726
2013-04-05 18:25,553,337854,4653
2013-04-05 18:30,454,325787,4493
2013-04-05 18:35,490,406794,5894
2013-04-05 18:40,474,465802,6877
2013-04-05 18:45,519,433714,6288
2013-04-05 18:50,530,436254,6295
2013-04-05 18:55,493,375225,5251
2013-04-05 18:59,385,273998,3775
2013-04-05 19:05,461,309654,4206
2013-04-05 19:10,557,483195,6921
2013-04-05 19:15,698,479349,6864
2013-04-05 19:20,1095,494841,7010
2013-04-05 19:25,668,445094,6176
2013-04-05 19:30,624,528292,7638
2013-04-05 19:35,649,433008,5922
2013-04-05 19:40,623,421006,5639
2013-04-05 19:45,505,345681,4677
2013-04-05 19:50,553,380111,5124
2013-04-05 19:55,685,375883,4963
2013-04-05 19:59,320,223961,3085
2013-04-05 20:05,365,271130,3811
2013-04-05 20:10,563,412248,5701
2013-04-05 20:15,559,367086,4946
2013-04-05 20:20,835,368612,5013
2013-04-05 20:25,674,369599,5101
2013-04-05 20:30,822,400359,5330
2013-04-05 20:35,464,319821,4332
2013-04-05 20:40,600,511778,7247
2013-04-05 20:45,526,412142,5778
2013-04-05 20:50,445,292224,3919
2013-04-05 20:55,503,447207,6559
2013-04-05 20:59,393,319164,4582
2013-04-05 21:05,622,389256,5334
2013-04-05 21:10,447,410787,5979
2013-04-05 21:15,477,402043,5833
2013-04-05 21:20,807,428718,6337
2013-04-05 21:25,593,400932,5826
2013-04-05 21:30,481,347416,4810
2013-04-05 21:35,418,291123,4048
2013-04-05 21:40,522,314784,4211
2013-04-05 21:45,394,306503,4390
2013-04-05 21:50,356,267787,3784
2013-04-05 21:55,434,275589,3784
2013-04-05 21:59,312,206139,2800
2013-04-05 22:05,492,10969617,17656
2013-04-05 22:10,550,10371087,16382
2013-04-05 22:15,502,10367014,16422
2013-04-05 22:20,801,10418508,17150
2013-04-05 22:25,751,10460019,17822
2013-04-05 22:30,540,10402460,16881
2013-04-05 22:35,476,10409508,17088
2013-04-05 22:40,476,10436468,17501
2013-04-05 22:45,560,10440744,17430
2013-04-05 22:50,599,10397615,16696
2013-04-05 22:55,551,10465476,17817
2013-04-05 22:59,335,7771537,12418
2013-04-05 23:05,321,231147,3248
2013-04-05 23:10,353,294178,4144
2013-04-05 23:15,350,287038,4029
2013-04-05 23:20,712,303545,4413
2013-04-05 23:25,891,375837,5498
2013-04-05 23:30,353,278403,3991
2013-04-05 23:35,403,276416,3916
2013-04-05 23:40,415,412145,6136
2013-04-05 23:45,372,369649,5494
2013-04-05 23:50,439,359962,5255
2013-04-05 23:55,430,252520,3580
2013-04-05 23:59,303,212314,2988
2013-04-06 00:05,427,334687,4755
2013-04-06 00:10,467,335512,4642
2013-04-06 00:15,326,284070,4058
2013-04-06 00:20,579,317764,4650
2013-04-06 00:25,681,251069,3520
2013-04-06 00:30,416,286291,4199
2013-04-06 00:35,297,257826,3824
2013-04-06 00:40,281,187413,2558
2013-04-06 00:45,403,366533,5316
2013-04-06 00:50,250,154161,2100
2013-04-06 00:55,307,220916,3112
2013-04-06 00:59,358,200663,2721
2013-04-06 01:05,424,243868,3387
2013-04-06 01:10,328,260201,3675
2013-04-06 01:15,342,270169,3714
2013-04-06 01:20,496,247524,3390
2013-04-06 01:25,840,252214,3391
2013-04-06 01:30,515,297446,4174
2013-04-06 01:35,345,269217,3830
2013-04-06 01:40,461,241670,3201
2013-04-06 01:45,335,285122,4030
2013-04-06 01:50,407,271250,3820
2013-04-06 01:55,292,201570,2808
2013-04-06 01:59,187,117441,1593
2013-04-06 02:05,316,198386,2678
2013-04-06 02:10,308,229260,3319
2013-04-06 02:15,321,199245,2831
2013-04-06 02:20,279,173818,2436
2013-04-06 02:25,726,236590,3303
2013-04-06 02:30,507,277282,3932
2013-04-06 02:35,294,210290,2934
2013-04-06 02:40,355,243944,3614
2013-04-06 02:45,490,235243,3260
2013-04-06 02:50,355,193810,2723
2013-04-06 02:55,362,211007,2887
2013-04-06 02:59,288,148579,1993
2013-04-06 03:05,287,180007,2504
2013-04-06 03:10,278,191742,2661
2013-04-06 03:15,392,254881,3469
2013-04-06 03:20,483,212402,2791
2013-04-06 03:25,502,147134,1972
2013-04-06 03:30,390,206978,2956
2013-04-06 03:35,281,221698,3202
2013-04-06 03:40,370,291798,4181
2013-04-06 03:45,412,318889,4377
2013-04-06 03:50,377,258580,3528
2013-04-06 03:55,505,279868,3778
2013-04-06 03:59,331,239661,3300
2013-04-06 04:05,426,299085,4281
2013-04-06 04:10,351,287729,4191
2013-04-06 04:15,344,289679,4110
2013-04-06 04:20,266,168264,2291
2013-04-06 04:25,647,219554,3066
2013-04-06 04:30,602,297562,4331
2013-04-06 04:35,378,318215,4655
2013-04-06 04:40,424,304908,4247
2013-04-06 04:45,338,219587,2965
2013-04-06 04:50,318,231078,3253
2013-04-06 04:55,327,250888,3560
2013-04-06 04:59,373,166728,2216
2013-04-06 05:05,475,269381,3716
2013-04-06 05:10,295,214919,3025
2013-04-06 05:15,405,330948,4802
2013-04-06 05:20,257,215582,3205
2013-04-06 05:25,534,201117,2967
2013-04-06 05:30,797,275596,3874
2013-04-06 05:35,437,290976,4137
2013-04-06 05:40,271,200927,2859
2013-04-06 05:45,229,173326,2348
2013-04-06 05:50,278,233177,3427
2013-04-06 05:55,326,274308,4044
2013-04-06 05:59,271,217283,3123
2013-04-06 06:05,268,194860,2793
2013-04-06 06:10,391,229305,3229
2013-04-06 06:15,376,242858,3407
2013-04-06 06:20,348,242493,3505
2013-04-06 06:25,428,157457,2226
2013-04-06 06:30,626,201920,2791
2013-04-06 06:35,179,109974,1524
2013-04-06 06:40,229,130865,1790
2013-04-06 06:45,149,98762,1278
2013-04-06 06:50,6196,2062578,19302
2013-04-06 06:55,23450,68535344,1019016
2013-04-06 06:59,23823,127337128,1730954
2013-04-06 07:05,28166,266181435,2012445
2013-04-06 07:10,28119,331884800,2159791
2013-04-06 07:15,26438,270850648,2064499
2013-04-06 07:20,25953,259228428,2090611
2013-04-06 07:25,25918,289623898,2080046
2013-04-06 07:30,25642,284600570,2094994
2013-04-06 07:35,21753,397674986,2208554
2013-04-06 07:40,19156,471035914,2072591
2013-04-06 07:45,18619,301572422,2144220
2013-04-06 07:50,17980,216157476,2014044
2013-04-06 07:55,17064,207651501,2058631
2013-04-06 07:59,14353,151414115,1691848
2013-04-06 08:05,16279,150620044,2005918
2013-04-06 08:10,15677,181070658,2052231
2013-04-06 08:15,15597,178060483,2044327
2013-04-06 08:20,17140,181380403,2042251
2013-04-06 08:25,15864,151051380,2025419
2013-04-06 08:30,13865,137925366,1962691
2013-04-06 08:35,14049,98627206,1637409
2013-04-06 08:40,13216,107755800,1792313
2013-04-06 08:45,12497,97334347,1622163
2013-04-06 08:50,12575,97237263,1618978
2013-04-06 08:55,11955,92541811,1536975
2013-04-06 08:59,9617,70727237,1164228
2013-04-06 09:05,10919,65948182,1068512
2013-04-06 09:10,10717,74026460,1212806
2013-04-06 09:15,9913,72162523,1182174
2013-04-06 09:20,9370,76812908,1261466
2013-04-06 09:25,9497,73826485,1211322
2013-04-06 09:30,12997,55718694,861600
2013-04-06 09:35,9581,71148947,1001880
2013-04-06 09:40,9649,64249224,1038317
2013-04-06 09:45,10008,70598076,1151287
2013-04-06 09:50,10506,79355306,1307556
2013-04-06 09:55,11153,91801559,1518968
2013-04-06 09:59,9780,61088296,994078
2013-04-06 10:05,12049,90615507,1500870
2013-04-06 10:10,12371,89025289,1471392
2013-04-06 10:15,13039,83868716,1380828
2013-04-06 10:20,13503,103686698,1719220
2013-04-06 10:25,14126,107980798,1782623
2013-04-06 10:30,14327,104037391,1717233
2013-04-06 10:35,14937,106623265,1765022
2013-04-06 10:40,14887,219943850,1895155
2013-04-06 10:45,14816,113043449,1857782
2013-04-06 10:50,15100,75211786,1176325
2013-04-06 10:55,15147,95912174,1545557
2013-04-06 10:59,12911,96555522,1532167
2013-04-06 11:05,16111,128766247,1992981
2013-04-06 11:10,121461,130520693,2049991
2013-04-06 11:15,553122,182988213,2387931
2013-04-06 11:20,448202,191321978,2372516
2013-04-06 11:25,17565,140383227,2012461
2013-04-06 11:30,17147,131757932,1950729
2013-04-06 11:35,446167,160825200,2303002
2013-04-06 11:40,456126,242070141,2358463
2013-04-06 11:45,189925,196762348,2191537
2013-04-06 11:50,83075,185557724,2097724
2013-04-06 11:55,77679,184477286,2052097
2013-04-06 11:59,62631,136846634,1687238
2013-04-06 12:05,81951,169341650,2093634
2013-04-06 12:10,80253,176111775,2034175
2013-04-06 12:15,78090,154227194,2034616
2013-04-06 12:20,77907,163366445,2059123
2013-04-06 12:25,74005,154218526,2022928
2013-04-06 12:30,75824,142144896,1990801
2013-04-06 12:35,72809,129443171,1958942
2013-04-06 12:40,73738,132697484,2023246
2013-04-06 12:45,74729,110318624,1826741
2013-04-06 12:50,51317,81769760,1342646
2013-04-06 12:55,37125,51843224,816297
2013-04-06 12:59,17497,41569947,639300
2013-04-06 13:05,14378,45357019,706935
2013-04-06 13:10,14157,43433828,672405
2013-04-06 13:15,13204,43899471,681413
2013-04-06 13:20,13008,44687131,697123
2013-04-06 13:25,12948,38908742,594018
2013-04-06 13:30,12265,34463674,512732
2013-04-06 13:35,11647,35006132,525003
2013-04-06 13:40,11357,29589370,428284
2013-04-06 13:45,10666,34412300,518511
2013-04-06 13:50,10318,28043157,401481
2013-04-06 13:55,10311,29284137,424968
2013-04-06 13:59,8330,27463538,411137
2013-04-06 14:05,9581,24871183,344962
2013-04-06 14:10,10029,25532152,358204
2013-04-06 14:15,10508,28815007,415698
2013-04-06 14:20,9881,23561076,320060
2013-04-06 14:25,10022,28953207,418925
2013-04-06 14:30,9986,30964675,456353
2013-04-06 14:35,9677,30033075,440438
2013-04-06 14:40,8963,27210590,388697
2013-04-06 14:45,8730,25164333,350621
2013-04-06 14:50,8889,26973512,384352
2013-04-06 14:55,8302,22882065,310883
2013-04-06 14:59,6672,17099816,221066
2013-04-06 15:05,8058,19952333,254279
2013-04-06 15:10,7573,16976474,196438
2013-04-06 15:15,7373,18071860,218784
2013-04-06 15:20,6790,19044368,259984
2013-04-06 15:25,4875,8105902,124045
2013-04-06 15:30,4117,599349,9120
2013-04-06 15:35,4137,531965,8050
2013-04-06 15:40,4420,512925,7736
2013-04-06 15:45,4093,478194,7227
2013-04-06 15:50,4029,474660,7170
2013-04-06 15:55,4038,511872,7824
2013-04-06 15:59,3330,391110,6130
2013-04-06 16:05,3966,465002,7276
2013-04-06 16:10,4034,528729,8159
2013-04-06 16:15,4136,545558,8240
2013-04-06 16:20,4019,498201,7635
2013-04-06 16:25,4031,516186,7907
2013-04-06 16:30,4088,513048,7863
2013-04-06 16:35,4020,491160,7648
2013-04-06 16:40,4057,479077,7394
2013-04-06 16:45,4131,604898,9109
2013-04-06 16:50,4395,507379,7562
2013-04-06 16:55,4033,450922,6833
2013-04-06 16:59,3348,406764,6164
2013-04-06 17:05,4007,449534,7052
2013-04-06 17:10,4015,483111,7596
2013-04-06 17:15,4083,547168,8252
2013-04-06 17:20,4066,548961,8404
2013-04-06 17:25,4039,490446,7641
2013-04-06 17:30,4016,533278,8238
2013-04-06 17:35,4096,563962,8735
2013-04-06 17:40,4172,608262,9395
2013-04-06 17:45,4168,630621,9504
2013-04-06 17:50,4068,549279,8407
2013-04-06 17:55,4355,547400,8156
2013-04-06 17:59,3766,486350,7196
2013-04-06 18:05,4116,582464,8818
2013-04-06 18:10,4156,600449,9037
2013-04-06 18:15,4124,572862,8798
2013-04-06 18:20,4128,641958,9976
2013-04-06 18:25,4211,677400,10268
2013-04-06 18:30,4115,587051,9030
2013-04-06 18:35,4024,479211,7503
2013-04-06 18:40,4092,506855,7903
2013-04-06 18:45,4117,590307,9073
2013-04-06 18:50,4228,605810,9026
2013-04-06 18:55,4127,556310,8295
2013-04-06 18:59,3407,452591,6806
2013-04-06 19:05,4110,514843,7839
2013-04-06 19:10,4054,484094,7384
2013-04-06 19:15,4119,593490,8968
2013-04-06 19:20,4199,645118,9768
2013-04-06 19:25,4159,570948,8563
2013-04-06 19:30,4190,660576,9977
2013-04-06 19:35,4207,559475,8417
2013-04-06 19:40,4222,546141,8442
2013-04-06 19:45,4114,567744,8518
2013-04-06 19:50,4207,656318,9868
2013-04-06 19:55,4187,728046,11299
2013-04-06 19:59,3416,481745,7248
2013-04-06 20:05,4257,688461,10268
2013-04-06 20:10,4124,561223,8397
2013-04-06 20:15,4416,592924,8855
2013-04-06 20:20,4060,541406,8280
2013-04-06 20:25,4177,650154,9904
2013-04-06 20:30,4211,618181,9317
2013-04-06 20:35,4224,527390,8122
2013-04-06 20:40,4228,584567,8987
2013-04-06 20:45,4047,569387,8816
2013-04-06 20:50,4137,537674,8089
2013-04-06 20:55,4191,628468,9394
2013-04-06 20:59,3456,503927,7538
2013-04-06 21:05,4113,516327,7814
2013-04-06 21:10,4046,512356,7780
2013-04-06 21:15,4209,629044,9268
2013-04-06 21:20,4385,588593,8630
2013-04-06 21:25,4078,504184,7714
2013-04-06 21:30,4066,542288,8214
2013-04-06 21:35,4168,532267,8226
2013-04-06 21:40,4229,559864,8596
2013-04-06 21:45,4063,517175,7827
2013-04-06 21:50,4201,3410495,12688
2013-04-06 21:55,4472,15888702,28845
2013-04-06 21:59,3823,17284674,30021
2013-04-06 22:05,4463,20952662,35155
2013-04-06 22:10,4542,20804176,36305
2013-04-06 22:15,4578,20757490,36310
2013-04-06 22:20,4483,20668912,35471
2013-04-06 22:25,4717,21085146,36089
2013-04-06 22:30,4650,20847553,35716
2013-04-06 22:35,4661,20752357,35474
2013-04-06 22:40,4725,20680935,34917
2013-04-06 22:45,5043,19648046,35073
2013-04-06 22:50,4776,17451490,30328
2013-04-06 22:55,4527,5312604,13454
2013-04-06 22:59,3606,438753,6586
2013-04-06 23:05,4111,474095,7192
2013-04-06 23:10,3884,399694,6210
2013-04-06 23:15,4298,413246,6506
2013-04-06 23:20,3970,509678,7668
2013-04-06 23:25,3744,425901,6513
2013-04-06 23:30,3747,443445,6728
2013-04-06 23:35,4012,435737,6756
2013-04-06 23:40,3910,432307,6675
2013-04-06 23:45,3702,430548,6644
2013-04-06 23:50,3673,372617,5770
2013-04-06 23:55,3733,408147,6268
2013-04-06 23:59,3131,370958,5651
2013-04-07 00:05,3740,480813,7550
2013-04-07 00:10,3803,504542,7864
2013-04-07 00:15,3834,521300,8009
2013-04-07 00:20,3711,405785,6282
2013-04-07 00:25,4113,423297,6694
2013-04-07 00:30,4062,468543,7225
2013-04-07 00:35,4204,449062,6973
2013-04-07 00:40,3957,492994,7707
2013-04-07 00:45,4174,550297,8340
2013-04-07 00:50,3938,490434,7355
2013-04-07 00:55,3745,399625,6145
2013-04-07 00:59,3085,300032,4592
2013-04-07 01:05,3779,377330,5858
2013-04-07 01:10,3765,418773,6517
2013-04-07 01:15,3746,438557,6871
2013-04-07 01:20,3724,396420,6135
2013-04-07 01:25,3679,349579,5516
2013-04-07 01:30,3761,432794,6670
2013-04-07 01:35,3988,412330,6539
2013-04-07 01:40,3958,413279,6468
2013-04-07 01:45,3770,424243,6480
2013-04-07 01:50,3913,397845,6067
2013-04-07 01:55,3724,360676,5688
2013-04-07 01:59,3129,331415,5192
2013-04-07 02:05,3684,394161,6317
2013-04-07 02:10,3700,383829,6062
2013-04-07 02:15,3775,456111,7051
2013-04-07 02:20,3716,396683,6171
2013-04-07 02:25,3742,416845,6507
2013-04-07 02:30,3761,406728,6318
2013-04-07 02:35,4029,436428,6876
2013-04-07 02:40,3867,496175,7873
2013-04-07 02:45,3872,593193,9222
2013-04-07 02:50,3788,439118,6914
2013-04-07 02:55,3702,380744,6046
2013-04-07 02:59,3344,402403,6169
2013-04-07 03:05,3806,387883,6054
2013-04-07 03:10,3447,426078,6561
2013-04-07 03:15,31538,2190160,36123
2013-04-07 03:20,44443,2802691,47340
2013-04-07 03:25,347,216651,2888
2013-04-07 03:30,270,181797,2463
2013-04-07 03:35,598,232741,3313
2013-04-07 03:40,559,299852,4199
2013-04-07 03:45,362,259046,3583
2013-04-07 03:50,362,249039,3336
2013-04-07 03:55,415,241868,3255
2013-04-07 03:59,344,301001,4341
2013-04-07 04:05,460,346289,4872
2013-04-07 04:10,592,293053,3965
2013-04-07 04:15,503,274271,3647
2013-04-07 04:20,388,268741,3602
2013-04-07 04:25,337,227353,3111
2013-04-07 04:30,432,297703,3959
2013-04-07 04:35,578,233147,3253
2013-04-07 04:40,344,185504,2504
2013-04-07 04:45,378,244456,3415
2013-04-07 04:50,325,233990,3224
2013-04-07 04:55,344,235578,3224
2013-04-07 04:59,271,179844,2449
2013-04-07 05:05,337,238683,3250
2013-04-07 05:10,273,173229,2348
2013-04-07 05:15,432,242922,3341
2013-04-07 05:20,371,242201,3280
2013-04-07 05:25,356,233654,3316
2013-04-07 05:30,235,167848,2311
2013-04-07 05:35,454,178493,2452
2013-04-07 05:40,338,134944,1820
2013-04-07 05:45,210,129800,1784
2013-04-07 05:50,224,176664,2527
2013-04-07 05:55,159,97126,1372
2013-04-07 05:59,151,94124,1302
2013-04-07 06:05,160,112822,1572
2013-04-07 06:10,279,150346,2069
2013-04-07 06:15,286,229986,3332
2013-04-07 06:20,243,221586,3277
2013-04-07 06:25,454,217974,3108
2013-04-07 06:30,236,123765,1710
2013-04-07 06:35,8,11623,119
2013-04-07 06:40,10,1606,11
2013-04-07 06:45,3457,871531,6016
2013-04-07 06:50,11610,45607843,727498
2013-04-07 06:55,28135,149132585,1910725
2013-04-07 06:59,23329,188605647,1706220
2013-04-07 07:05,27758,898926944,2519073
2013-04-07 07:10,26959,270814340,2070567
2013-04-07 07:15,26399,232694193,2080203
2013-04-07 07:20,26281,251257428,2018674
2013-04-07 07:25,25299,273904611,2084764
2013-04-07 07:30,23756,265688873,2086635
2013-04-07 07:35,20004,363575879,2103600
2013-04-07 07:40,18884,387584869,2127406
2013-04-07 07:45,18069,240745322,2070674
2013-04-07 07:50,17560,198994430,1989497
2013-04-07 07:55,17135,192288494,2016685
2013-04-07 07:59,13910,161397629,1746827
2013-04-07 08:05,15741,227452364,2074610
2013-04-07 08:10,15459,172305000,2087450
2013-04-07 08:15,15440,142163011,1975995
2013-04-07 08:20,18529,119105899,1583325
2013-04-07 08:25,13612,55673710,737171
2013-04-07 08:30,13628,73701927,945295
2013-04-07 08:35,13061,113000966,1265221
2013-04-07 08:40,12856,161587953,1840036
2013-04-07 08:45,12706,133313787,2020843
2013-04-07 08:50,12689,99863955,1648805
2013-04-07 08:55,12790,91740388,1510809
2013-04-07 08:59,9546,73182497,1203827
2013-04-07 09:05,12102,80728596,1318214
2013-04-07 09:08,6270,43054654,705664
2013-04-10 06:50,8,1442,10
2013-04-10 06:55,48,8841,84
2013-04-10 06:59,40,4109,41
2013-04-10 07:05,16202,7313468,80962
2013-04-10 07:10,28079,12736821,141664
2013-04-10 07:15,28423,19572892,153544
2013-04-10 07:20,28777,24982395,162102
2013-04-10 07:25,27968,22449292,154693
2013-04-10 07:30,26878,21641631,150562
2013-04-10 07:35,26614,23219452,153206
2013-04-10 07:40,25984,23007083,151343
2013-04-10 07:45,38150,89841690,1253868
2013-04-10 07:50,34316,305209811,2088887
2013-04-10 07:55,9500,708373605,2124038
2013-04-10 07:59,3719,684551124,1840716
2013-04-10 08:05,7368,470185511,1894033
2013-04-10 08:10,7520,170300820,1446566
2013-04-10 08:15,7327,69019591,963085
2013-04-10 08:20,2841,84964641,1480562
2013-04-10 08:25,1292,35284731,595393
2013-04-10 08:30,721,14459028,256176
2013-04-10 08:35,9060,13539010,219788
2013-04-10 08:40,2644,11397652,187557
2013-04-10 08:45,2637,12825551,217631
2013-04-10 08:50,1021,12640804,219756
2013-04-10 08:55,688,9743146,164836
2013-04-10 08:59,568,8105512,134184
2013-04-10 09:05,515,8112545,143922
2013-04-10 09:10,548,7890351,139983
2013-04-10 09:15,581,8156635,138519
2013-04-10 09:20,545,7480141,131056
2013-04-10 09:25,501,6998925,123750
2013-04-10 09:30,505,6858110,122155
2013-04-10 09:35,470,6292423,111639
2013-04-10 09:40,407,5751298,101970
2013-04-10 09:45,452,5695135,100954
2013-04-10 09:50,441,6104678,108412
2013-04-10 09:55,481,6647136,118157
2013-04-10 09:59,412,5929807,105639
2013-04-10 10:05,483,7270739,130015
2013-04-10 10:10,479,7460441,133394
2013-04-10 10:15,515,7974767,142573
2013-04-10 10:20,547,8417148,150881
2013-04-10 10:25,513,8830321,158701
2013-04-10 10:30,579,9521532,171060
2013-04-10 10:35,578,9634917,173031
2013-04-10 10:40,582,10043265,180708
2013-04-10 10:45,567,10400564,187501
2013-04-10 10:50,596,10820291,195262
2013-04-10 10:55,644,10738926,193215
2013-04-10 10:59,514,8949570,161070
2013-04-10 11:05,582,10712520,193093
2013-04-10 11:10,572,11202361,202218
2013-04-10 11:15,568,11138494,200961
2013-04-10 11:20,628,11401626,205474
2013-04-10 11:25,679,11968485,216051
2013-04-10 11:30,633,11918318,215036
2013-04-10 11:35,620,11774157,212495
2013-04-10 11:40,595,11983838,216588
2013-04-10 11:45,632,12523020,226598
2013-04-10 11:50,614,12445494,225016
2013-04-10 11:55,647,12318104,222517
2013-04-10 11:59,548,10731173,194137
2013-04-10 12:05,694,13194559,238559
2013-04-10 12:10,653,13309169,240866
2013-04-10 12:15,633,12865593,232850
2013-04-10 12:20,635,12899704,233328
2013-04-10 12:25,3562,12554033,226411
2013-04-10 12:30,5546,11785520,212730
2013-04-10 12:35,5313,11521077,207713
2013-04-10 12:40,4490,11021368,198493
2013-04-10 12:45,3889,10610398,191337
2013-04-10 12:50,1816,10300012,186157
2013-04-10 12:55,1264,9826763,177136
2013-04-10 12:59,1067,7792890,139869
2013-04-10 13:05,1258,9104216,163960
2013-04-10 13:10,1246,8944175,160706
2013-04-10 13:15,1216,8224285,147420
2013-04-10 13:20,1216,7808445,140039
2013-04-10 13:25,1183,7627398,136967
2013-04-10 13:30,1152,6932279,123847
2013-04-10 13:35,1158,6758741,120875
2013-04-10 13:40,1160,6350169,113520
2013-04-10 13:45,1156,5997290,106847
2013-04-10 13:50,1108,5587777,99501
2013-04-10 13:55,1108,5179004,91832
2013-04-10 13:59,939,4186180,73996
2013-04-10 14:05,1065,4275830,75310
2013-04-10 14:10,1066,3882075,68236
2013-04-10 14:15,1042,3772558,66114
2013-04-10 14:20,1054,3973632,69732
2013-04-10 14:25,1052,4102199,72133
2013-04-10 14:30,1068,4096084,71997
2013-04-10 14:35,1044,4520308,80170
2013-04-10 14:40,1025,4433436,78700
2013-04-10 14:45,1071,4432947,78430
2013-04-10 14:50,1041,4125569,72917
2013-04-10 14:55,1015,3954124,70004
2013-04-10 14:59,850,2849679,50090
2013-04-10 15:05,1004,3517662,61764
2013-04-10 15:10,996,3414380,60021
2013-04-10 15:15,981,3131214,54838
2013-04-10 15:20,988,2951449,51485
2013-04-10 15:25,953,2623417,45582
2013-04-10 15:30,934,2369751,40905
2013-04-10 15:35,881,1066304,17369
2013-04-10 15:40,859,178906,1972
2013-04-10 15:45,855,177257,1910
2013-04-10 15:50,852,173762,1785
2013-04-10 15:55,853,168785,1921
2013-04-10 15:59,693,130193,1221
