firstseen	lastseen	srcip	dstip	proto	sport	dport	pkts	bytes
2013-04-10 12:56:26	2013-04-10 12:56:26	10.13.77.49	172.10.0.2	6	61889	3389	1	58
2013-04-10 12:56:27	2013-04-10 12:56:27	10.13.77.49	172.10.0.2	6	61890	3389	1	58
2013-04-10 12:56:29	2013-04-10 12:56:29	10.13.77.49	172.10.0.2	6	61891	3389	1	58
2013-04-10 12:56:30	2013-04-10 12:56:30	10.13.77.49	172.10.0.2	6	61892	3389	1	58
2013-04-10 12:56:32	2013-04-10 12:56:32	10.13.77.49	172.10.0.2	6	61893	3389	1	58
2013-04-10 12:56:33	2013-04-10 12:56:33	10.13.77.49	172.10.0.2	6	61894	3389	1	58
2013-04-10 12:56:35	2013-04-10 12:56:35	10.13.77.49	172.10.0.2	6	61895	3389	1	58
2013-04-10 12:56:36	2013-04-10 12:56:36	10.13.77.49	172.10.0.2	6	61896	3389	1	58
2013-04-10 12:56:38	2013-04-10 12:56:38	10.13.77.49	172.10.0.2	6	61897	3389	1	58
2013-04-10 12:56:39	2013-04-10 12:56:39	10.13.77.49	172.10.0.2	6	61898	3389	1	58
2013-04-10 12:56:41	2013-04-10 12:56:41	10.13.77.49	172.10.0.2	6	61899	3389	1	58
2013-04-10 12:56:42	2013-04-10 12:56:42	10.13.77.49	172.10.0.2	6	61900	3389	2	112
2013-04-10 12:56:43	2013-04-10 12:56:43	10.13.77.49	172.10.0.2	6	61901	3389	1	58
2013-04-10 12:56:45	2013-04-10 12:56:45	10.13.77.49	172.10.0.2	6	61902	3389	1	58
2013-04-10 12:56:46	2013-04-10 12:56:46	10.13.77.49	172.10.0.2	6	61903	3389	1	58
2013-04-10 12:56:48	2013-04-10 12:56:48	10.13.77.49	172.10.0.2	6	61904	3389	1	58
2013-04-10 12:56:49	2013-04-10 12:56:49	10.13.77.49	172.10.0.2	6	61905	3389	1	58
2013-04-10 12:56:51	2013-04-10 12:56:51	10.13.77.49	172.10.0.2	6	61906	3389	1	58
2013-04-10 12:56:52	2013-04-10 12:56:52	10.13.77.49	172.10.0.2	6	61907	3389	1	58
2013-04-10 12:56:54	2013-04-10 12:56:54	10.13.77.49	172.10.0.2	6	61908	3389	1	58
2013-04-10 12:56:55	2013-04-10 12:56:55	10.13.77.49	172.10.0.2	6	61909	3389	1	58
2013-04-10 12:56:57	2013-04-10 12:56:57	10.13.77.49	172.10.0.2	6	61910	3389	1	58
2013-04-10 12:56:58	2013-04-10 12:56:58	10.13.77.49	172.10.0.2	6	61911	3389	1	58
2013-04-10 12:57:00	2013-04-10 12:57:00	10.13.77.49	172.10.0.2	6	61912	3389	1	58
2013-04-10 12:57:01	2013-04-10 12:57:01	10.13.77.49	172.10.0.2	6	61913	3389	1	58
2013-04-10 12:57:03	2013-04-10 12:57:03	10.13.77.49	172.10.0.2	6	61914	3389	1	58
2013-04-10 12:57:04	2013-04-10 12:57:04	10.13.77.49	172.10.0.2	6	61915	3389	1	58
2013-04-10 12:57:06	2013-04-10 12:57:06	10.13.77.49	172.10.0.2	6	61916	3389	1	58
2013-04-10 12:57:07	2013-04-10 12:57:07	10.13.77.49	172.10.0.2	6	61917	3389	1	58
2013-04-10 12:57:09	2013-04-10 12:57:09	10.13.77.49	172.10.0.2	6	61918	3389	1	58
2013-04-10 12:57:10	2013-04-10 12:57:10	10.13.77.49	172.10.0.2	6	61919	3389	1	58
2013-04-10 12:57:12	2013-04-10 12:57:12	10.13.77.49	172.10.0.2	6	61920	3389	1	58
2013-04-10 12:57:13	2013-04-10 12:57:13	10.13.77.49	172.10.0.2	6	61921	3389	2	112
2013-04-10 12:57:15	2013-04-10 12:57:15	10.13.77.49	172.10.0.2	6	61922	3389	1	58
2013-04-10 12:57:16	2013-04-10 12:57:16	10.13.77.49	172.10.0.2	6	61923	3389	1	58
2013-04-10 12:57:18	2013-04-10 12:57:18	10.13.77.49	172.10.0.2	6	61924	3389	1	58
2013-04-10 12:57:19	2013-04-10 12:57:19	10.13.77.49	172.10.0.2	6	61925	3389	1	58
2013-04-10 12:57:21	2013-04-10 12:57:21	10.13.77.49	172.10.0.2	6	61926	3389	1	58
2013-04-10 12:57:22	2013-04-10 12:57:22	10.13.77.49	172.10.0.2	6	61927	3389	1	58
2013-04-10 12:57:24	2013-04-10 12:57:24	10.13.77.49	172.10.0.2	6	61928	3389	1	58
2013-04-10 12:57:25	2013-04-10 12:57:25	10.13.77.49	172.10.0.2	6	61929	3389	1	58
2013-04-10 12:57:27	2013-04-10 12:57:27	10.13.77.49	172.10.0.2	6	61930	3389	1	58
2013-04-10 12:57:28	2013-04-10 12:57:28	10.13.77.49	172.10.0.2	6	61931	3389	1	58
2013-04-10 12:57:29	2013-04-10 12:57:29	10.13.77.49	172.10.0.2	6	61932	3389	1	58
2013-04-10 12:57:31	2013-04-10 12:57:31	10.13.77.49	172.10.0.2	6	61933	3389	1	58
2013-04-10 12:57:32	2013-04-10 12:57:32	10.13.77.49	172.10.0.2	6	61934	3389	1	58
2013-04-10 12:57:34	2013-04-10 12:57:34	10.13.77.49	172.10.0.2	6	61935	3389	1	58
2013-04-10 12:57:35	2013-04-10 12:57:35	10.13.77.49	172.10.0.2	6	61936	3389	1	58
2013-04-10 12:57:37	2013-04-10 12:57:37	10.13.77.49	172.10.0.2	6	61937	3389	1	58
2013-04-10 12:57:38	2013-04-10 12:57:38	10.13.77.49	172.10.0.2	6	61938	3389	1	58
2013-04-10 12:57:40	2013-04-10 12:57:40	10.13.77.49	172.10.0.2	6	61939	3389	1	58
2013-04-10 12:57:41	2013-04-10 12:57:41	10.13.77.49	172.10.0.2	6	61940	3389	1	58
2013-04-10 12:57:43	2013-04-10 12:57:43	10.13.77.49	172.10.0.2	6	61941	3389	1	58
2013-04-10 12:57:44	2013-04-10 12:57:44	10.13.77.49	172.10.0.2	6	61942	3389	2	112
2013-04-10 12:57:46	2013-04-10 12:57:46	10.13.77.49	172.10.0.2	6	61943	3389	1	58
2013-04-10 12:57:47	2013-04-10 12:57:47	10.13.77.49	172.10.0.2	6	61944	3389	1	58
2013-04-10 12:57:49	2013-04-10 12:57:49	10.13.77.49	172.10.0.2	6	61945	3389	1	58
2013-04-10 12:57:50	2013-04-10 12:57:50	10.13.77.49	172.10.0.2	6	61946	3389	1	58
2013-04-10 12:57:52	2013-04-10 12:57:52	10.13.77.49	172.10.0.2	6	61947	3389	1	58
2013-04-10 12:57:53	2013-04-10 12:57:53	10.13.77.49	172.10.0.2	6	61948	3389	1	58
2013-04-10 12:57:55	2013-04-10 12:57:55	10.13.77.49	172.10.0.2	6	61949	3389	1	58
2013-04-10 12:57:56	2013-04-10 12:57:56	10.13.77.49	172.10.0.2	6	61950	3389	1	58
2013-04-10 12:57:58	2013-04-10 12:57:58	10.13.77.49	172.10.0.2	6	61951	3389	1	58
2013-04-10 12:57:59	2013-04-10 12:57:59	10.13.77.49	172.10.0.2	6	61952	3389	1	58
2013-04-10 12:58:01	2013-04-10 12:58:01	10.13.77.49	172.10.0.2	6	61953	3389	1	58
2013-04-10 12:58:02	2013-04-10 12:58:02	10.13.77.49	172.10.0.2	6	61954	3389	1	58
2013-04-10 12:58:04	2013-04-10 12:58:04	10.13.77.49	172.10.0.2	6	61955	3389	1	58
2013-04-10 12:58:05	2013-04-10 12:58:05	10.13.77.49	172.10.0.2	6	61956	3389	1	58
2013-04-10 12:58:07	2013-04-10 12:58:07	10.13.77.49	172.10.0.2	6	61957	3389	1	58
2013-04-10 12:58:08	2013-04-10 12:58:08	10.13.77.49	172.10.0.2	6	61958	3389	1	58
2013-04-10 12:58:10	2013-04-10 12:58:10	10.13.77.49	172.10.0.2	6	61959	3389	1	58
2013-04-10 12:58:11	2013-04-10 12:58:11	10.13.77.49	172.10.0.2	6	61960	3389	1	58
2013-04-10 12:58:13	2013-04-10 12:58:13	10.13.77.49	172.10.0.2	6	61706	3389	1	58
2013-04-10 12:58:14	2013-04-10 12:58:14	10.13.77.49	172.10.0.2	6	61707	3389	1	58
2013-04-10 12:58:16	2013-04-10 12:58:16	10.13.77.49	172.10.0.2	6	61708	3389	2	112
2013-04-10 12:58:17	2013-04-10 12:58:17	10.13.77.49	172.10.0.2	6	61709	3389	1	58
2013-04-10 12:58:19	2013-04-10 12:58:19	10.13.77.49	172.10.0.2	6	61710	3389	1	58
2013-04-10 12:58:20	2013-04-10 12:58:20	10.13.77.49	172.10.0.2	6	61711	3389	1	58
2013-04-10 12:58:22	2013-04-10 12:58:22	10.13.77.49	172.10.0.2	6	61712	3389	1	58
2013-04-10 12:58:23	2013-04-10 12:58:23	10.13.77.49	172.10.0.2	6	61713	3389	1	58
2013-04-10 12:58:25	2013-04-10 12:58:25	10.13.77.49	172.10.0.2	6	61714	3389	1	58
2013-04-10 12:58:26	2013-04-10 12:58:26	10.13.77.49	172.10.0.2	6	61715	3389	1	58
2013-04-10 12:58:28	2013-04-10 12:58:28	10.13.77.49	172.10.0.2	6	61716	3389	1	58
2013-04-10 12:58:29	2013-04-10 12:58:29	10.13.77.49	172.10.0.2	6	61717	3389	1	58
2013-04-10 12:58:31	2013-04-10 12:58:31	10.13.77.49	172.10.0.2	6	61718	3389	1	58
2013-04-10 12:58:32	2013-04-10 12:58:32	10.13.77.49	172.10.0.2	6	61719	3389	1	58
2013-04-10 12:58:34	2013-04-10 12:58:34	10.13.77.49	172.10.0.2	6	61720	3389	1	58
2013-04-10 12:58:35	2013-04-10 12:58:35	10.13.77.49	172.10.0.2	6	61721	3389	1	58
2013-04-10 12:58:37	2013-04-10 12:58:37	10.13.77.49	172.10.0.2	6	61722	3389	1	58
2013-04-10 12:58:38	2013-04-10 12:58:38	10.13.77.49	172.10.0.2	6	61723	3389	1	58
2013-04-10 12:58:40	2013-04-10 12:58:40	10.13.77.49	172.10.0.2	6	61724	3389	1	58
2013-04-10 12:58:41	2013-04-10 12:58:41	10.13.77.49	172.10.0.2	6	61725	3389	1	58
2013-04-10 12:58:43	2013-04-10 12:58:43	10.13.77.49	172.10.0.2	6	61726	3389	1	58
2013-04-10 12:58:44	2013-04-10 12:58:44	10.13.77.49	172.10.0.2	6	61727	3389	1	58
2013-04-10 12:58:46	2013-04-10 12:58:46	10.13.77.49	172.10.0.2	6	61728	3389	1	58
2013-04-10 12:58:47	2013-04-10 12:58:47	10.13.77.49	172.10.0.2	6	61729	3389	2	112
2013-04-10 12:58:48	2013-04-10 12:58:48	10.13.77.49	172.10.0.2	6	61730	3389	1	58
2013-04-10 12:58:50	2013-04-10 12:58:50	10.13.77.49	172.10.0.2	6	61731	3389	1	58
2013-04-10 12:58:51	2013-04-10 12:58:51	10.13.77.49	172.10.0.2	6	61732	3389	1	58
2013-04-10 12:58:53	2013-04-10 12:58:53	10.13.77.49	172.10.0.2	6	61733	3389	1	58
2013-04-10 12:58:54	2013-04-10 12:58:54	10.13.77.49	172.10.0.2	6	61734	3389	1	58
2013-04-10 12:58:56	2013-04-10 12:58:56	10.13.77.49	172.10.0.2	6	61735	3389	1	58
2013-04-10 12:58:57	2013-04-10 12:58:57	10.13.77.49	172.10.0.2	6	61736	3389	1	58
2013-04-10 12:58:59	2013-04-10 12:58:59	10.13.77.49	172.10.0.2	6	61737	3389	1	58
2013-04-10 12:59:00	2013-04-10 12:59:00	10.13.77.49	172.10.0.2	6	61738	3389	1	58
2013-04-10 12:59:02	2013-04-10 12:59:02	10.13.77.49	172.10.0.2	6	61739	3389	1	58
2013-04-10 12:59:03	2013-04-10 12:59:03	10.13.77.49	172.10.0.2	6	61740	3389	1	58
2013-04-10 12:59:05	2013-04-10 12:59:05	10.13.77.49	172.10.0.2	6	61741	3389	1	58
2013-04-10 12:59:06	2013-04-10 12:59:06	10.13.77.49	172.10.0.2	6	61742	3389	1	58
2013-04-10 12:59:08	2013-04-10 12:59:08	10.13.77.49	172.10.0.2	6	61743	3389	1	58
2013-04-10 12:59:09	2013-04-10 12:59:09	10.13.77.49	172.10.0.2	6	61744	3389	1	58
2013-04-10 12:59:11	2013-04-10 12:59:11	10.13.77.49	172.10.0.2	6	61745	3389	1	58
2013-04-10 12:59:12	2013-04-10 12:59:12	10.13.77.49	172.10.0.2	6	61746	3389	1	58
2013-04-10 12:59:14	2013-04-10 12:59:14	10.13.77.49	172.10.0.2	6	61747	3389	1	58
2013-04-10 12:59:15	2013-04-10 12:59:15	10.13.77.49	172.10.0.2	6	61748	3389	1	58
2013-04-10 12:59:17	2013-04-10 12:59:17	10.13.77.49	172.10.0.2	6	61749	3389	1	58
2013-04-10 12:59:18	2013-04-10 12:59:18	10.13.77.49	172.10.0.2	6	61750	3389	2	112
2013-04-10 12:59:20	2013-04-10 12:59:20	10.13.77.49	172.10.0.2	6	61751	3389	1	58
2013-04-10 12:59:21	2013-04-10 12:59:21	10.13.77.49	172.10.0.2	6	61752	3389	1	58
2013-04-10 12:59:22	2013-04-10 12:59:22	10.13.77.49	172.10.0.2	6	61753	3389	1	58
2013-04-10 12:59:24	2013-04-10 12:59:24	10.13.77.49	172.10.0.2	6	61754	3389	1	58
2013-04-10 12:59:25	2013-04-10 12:59:25	10.13.77.49	172.10.0.2	6	61755	3389	1	58
2013-04-10 12:59:27	2013-04-10 12:59:27	10.13.77.49	172.10.0.2	6	61756	3389	1	58
2013-04-10 12:59:28	2013-04-10 12:59:28	10.13.77.49	172.10.0.2	6	61757	3389	1	58
2013-04-10 12:59:30	2013-04-10 12:59:30	10.13.77.49	172.10.0.2	6	61758	3389	1	58
2013-04-10 12:59:31	2013-04-10 12:59:31	10.13.77.49	172.10.0.2	6	61759	3389	1	58
2013-04-10 12:59:33	2013-04-10 12:59:33	10.13.77.49	172.10.0.2	6	61760	3389	1	58
2013-04-10 12:59:34	2013-04-10 12:59:34	10.13.77.49	172.10.0.2	6	61761	3389	1	58
2013-04-10 12:59:36	2013-04-10 12:59:36	10.13.77.49	172.10.0.2	6	61762	3389	1	58
2013-04-10 12:59:37	2013-04-10 12:59:37	10.13.77.49	172.10.0.2	6	61763	3389	1	58
2013-04-10 12:59:39	2013-04-10 12:59:39	10.13.77.49	172.10.0.2	6	61764	3389	1	58
2013-04-10 12:59:40	2013-04-10 12:59:40	10.13.77.49	172.10.0.2	6	61765	3389	1	58
2013-04-10 12:59:42	2013-04-10 12:59:42	10.13.77.49	172.10.0.2	6	61766	3389	1	58
2013-04-10 12:59:43	2013-04-10 12:59:43	10.13.77.49	172.10.0.2	6	61767	3389	1	58
2013-04-10 12:59:45	2013-04-10 12:59:45	10.13.77.49	172.10.0.2	6	61768	3389	1	58
2013-04-10 12:59:46	2013-04-10 12:59:46	10.13.77.49	172.10.0.2	6	61769	3389	1	58
2013-04-10 12:59:48	2013-04-10 12:59:48	10.13.77.49	172.10.0.2	6	61770	3389	1	58
2013-04-10 12:59:49	2013-04-10 12:59:49	10.13.77.49	172.10.0.2	6	61771	3389	2	112
2013-04-10 12:59:51	2013-04-10 12:59:51	10.13.77.49	172.10.0.2	6	61772	3389	1	58
2013-04-10 12:59:52	2013-04-10 12:59:52	10.13.77.49	172.10.0.2	6	61773	3389	1	58
2013-04-10 12:59:54	2013-04-10 12:59:54	10.13.77.49	172.10.0.2	6	61774	3389	1	58
2013-04-10 12:59:55	2013-04-10 12:59:55	10.13.77.49	172.10.0.2	6	61775	3389	1	58
2013-04-10 12:59:57	2013-04-10 12:59:57	10.13.77.49	172.10.0.2	6	61776	3389	1	58
2013-04-10 12:59:58	2013-04-10 12:59:58	10.13.77.49	172.10.0.2	6	61777	3389	1	58
2013-04-10 13:00:00	2013-04-10 13:00:00	10.13.77.49	172.10.0.2	6	61778	3389	1	58
2013-04-10 13:00:01	2013-04-10 13:00:01	10.13.77.49	172.10.0.2	6	61779	3389	1	58
2013-04-10 13:00:03	2013-04-10 13:00:03	10.13.77.49	172.10.0.2	6	61780	3389	1	58
2013-04-10 13:00:04	2013-04-10 13:00:04	10.13.77.49	172.10.0.2	6	61781	3389	1	58
2013-04-10 13:00:06	2013-04-10 13:00:06	10.13.77.49	172.10.0.2	6	61782	3389	1	58
2013-04-10 13:00:07	2013-04-10 13:00:07	10.13.77.49	172.10.0.2	6	61783	3389	1	58
2013-04-10 13:00:09	2013-04-10 13:00:09	10.13.77.49	172.10.0.2	6	61784	3389	1	58
2013-04-10 13:00:10	2013-04-10 13:00:10	10.13.77.49	172.10.0.2	6	61785	3389	1	58
2013-04-10 13:00:12	2013-04-10 13:00:12	10.13.77.49	172.10.0.2	6	61786	3389	1	58
2013-04-10 13:00:13	2013-04-10 13:00:13	10.13.77.49	172.10.0.2	6	61787	3389	1	58
2013-04-10 13:00:15	2013-04-10 13:00:15	10.13.77.49	172.10.0.2	6	61788	3389	1	58
2013-04-10 13:00:16	2013-04-10 13:00:16	10.13.77.49	172.10.0.2	6	61789	3389	1	58
2013-04-10 13:00:18	2013-04-10 13:00:18	10.13.77.49	172.10.0.2	6	61790	3389	1	58
2013-04-10 13:00:19	2013-04-10 13:00:19	10.13.77.49	172.10.0.2	6	61791	3389	1	58
2013-04-10 13:00:21	2013-04-10 13:00:21	10.13.77.49	172.10.0.2	6	61792	3389	2	112
2013-04-10 13:00:22	2013-04-10 13:00:22	10.13.77.49	172.10.0.2	6	61793	3389	1	58
2013-04-10 13:00:23	2013-04-10 13:00:23	10.13.77.49	172.10.0.2	6	61794	3389	1	58
2013-04-10 13:00:25	2013-04-10 13:00:25	10.13.77.49	172.10.0.2	6	61795	3389	1	58
2013-04-10 13:00:26	2013-04-10 13:00:26	10.13.77.49	172.10.0.2	6	61796	3389	1	58
2013-04-10 13:00:28	2013-04-10 13:00:28	10.13.77.49	172.10.0.2	6	61797	3389	1	58
2013-04-10 13:00:29	2013-04-10 13:00:29	10.13.77.49	172.10.0.2	6	61798	3389	1	58
2013-04-10 13:00:31	2013-04-10 13:00:31	10.13.77.49	172.10.0.2	6	61799	3389	1	58
2013-04-10 13:00:32	2013-04-10 13:00:32	10.13.77.49	172.10.0.2	6	61800	3389	1	58
2013-04-10 13:00:34	2013-04-10 13:00:34	10.13.77.49	172.10.0.2	6	61801	3389	1	58
2013-04-10 13:00:35	2013-04-10 13:00:35	10.13.77.49	172.10.0.2	6	61802	3389	1	58
2013-04-10 13:00:37	2013-04-10 13:00:37	10.13.77.49	172.10.0.2	6	61803	3389	1	58
2013-04-10 13:00:38	2013-04-10 13:00:38	10.13.77.49	172.10.0.2	6	61804	3389	1	58
2013-04-10 13:00:40	2013-04-10 13:00:40	10.13.77.49	172.10.0.2	6	61805	3389	1	58
2013-04-10 13:00:41	2013-04-10 13:00:41	10.13.77.49	172.10.0.2	6	61806	3389	1	58
2013-04-10 13:00:43	2013-04-10 13:00:43	10.13.77.49	172.10.0.2	6	61807	3389	1	58
2013-04-10 13:00:44	2013-04-10 13:00:44	10.13.77.49	172.10.0.2	6	61808	3389	1	58
2013-04-10 13:00:46	2013-04-10 13:00:46	10.13.77.49	172.10.0.2	6	61809	3389	1	58
2013-04-10 13:00:47	2013-04-10 13:00:47	10.13.77.49	172.10.0.2	6	61810	3389	1	58
2013-04-10 13:00:49	2013-04-10 13:00:49	10.13.77.49	172.10.0.2	6	61811	3389	1	58
2013-04-10 13:00:50	2013-04-10 13:00:50	10.13.77.49	172.10.0.2	6	61812	3389	1	58
2013-04-10 13:00:52	2013-04-10 13:00:52	10.13.77.49	172.10.0.2	6	61813	3389	2	112
2013-04-10 13:00:53	2013-04-10 13:00:53	10.13.77.49	172.10.0.2	6	61814	3389	1	58
2013-04-10 13:00:55	2013-04-10 13:00:55	10.13.77.49	172.10.0.2	6	61815	3389	1	58
2013-04-10 13:00:56	2013-04-10 13:00:56	10.13.77.49	172.10.0.2	6	61816	3389	1	58
2013-04-10 13:00:58	2013-04-10 13:00:58	10.13.77.49	172.10.0.2	6	61817	3389	1	58
2013-04-10 13:00:59	2013-04-10 13:00:59	10.13.77.49	172.10.0.2	6	61818	3389	1	58
2013-04-10 13:01:01	2013-04-10 13:01:01	10.13.77.49	172.10.0.2	6	61819	3389	1	58
2013-04-10 13:01:02	2013-04-10 13:01:02	10.13.77.49	172.10.0.2	6	61820	3389	1	58
2013-04-10 13:01:04	2013-04-10 13:01:04	10.13.77.49	172.10.0.2	6	61821	3389	1	58
2013-04-10 13:01:05	2013-04-10 13:01:05	10.13.77.49	172.10.0.2	6	61822	3389	1	58
2013-04-10 13:01:07	2013-04-10 13:01:07	10.13.77.49	172.10.0.2	6	61823	3389	1	58
2013-04-10 13:01:08	2013-04-10 13:01:08	10.13.77.49	172.10.0.2	6	61824	3389	1	58
2013-04-10 13:01:10	2013-04-10 13:01:10	10.13.77.49	172.10.0.2	6	61825	3389	1	58
2013-04-10 13:01:11	2013-04-10 13:01:11	10.13.77.49	172.10.0.2	6	61826	3389	1	58
2013-04-10 13:01:13	2013-04-10 13:01:13	10.13.77.49	172.10.0.2	6	61827	3389	1	58
2013-04-10 13:01:14	2013-04-10 13:01:14	10.13.77.49	172.10.0.2	6	61828	3389	1	58
2013-04-10 13:01:16	2013-04-10 13:01:16	10.13.77.49	172.10.0.2	6	61829	3389	1	58
2013-04-10 13:01:17	2013-04-10 13:01:17	10.13.77.49	172.10.0.2	6	61830	3389	1	58
2013-04-10 13:01:19	2013-04-10 13:01:19	10.13.77.49	172.10.0.2	6	61831	3389	1	58
2013-04-10 13:01:20	2013-04-10 13:01:20	10.13.77.49	172.10.0.2	6	61832	3389	1	58
2013-04-10 13:01:22	2013-04-10 13:01:22	10.13.77.49	172.10.0.2	6	61833	3389	1	58
2013-04-10 13:01:23	2013-04-10 13:01:23	10.13.77.49	172.10.0.2	6	61834	3389	2	112
2013-04-10 13:01:24	2013-04-10 13:01:24	10.13.77.49	172.10.0.2	6	61835	3389	1	58
2013-04-10 13:01:26	2013-04-10 13:01:26	10.13.77.49	172.10.0.2	6	61836	3389	1	58
2013-04-10 13:01:27	2013-04-10 13:01:27	10.13.77.49	172.10.0.2	6	61837	3389	1	58
2013-04-10 13:01:29	2013-04-10 13:01:29	10.13.77.49	172.10.0.2	6	61838	3389	1	58
2013-04-10 13:01:30	2013-04-10 13:01:30	10.13.77.49	172.10.0.2	6	61839	3389	1	58
2013-04-10 13:01:32	2013-04-10 13:01:32	10.13.77.49	172.10.0.2	6	61840	3389	1	58
2013-04-10 13:01:33	2013-04-10 13:01:33	10.13.77.49	172.10.0.2	6	61841	3389	1	58
2013-04-10 13:01:35	2013-04-10 13:01:35	10.13.77.49	172.10.0.2	6	61842	3389	1	58
2013-04-10 13:01:36	2013-04-10 13:01:36	10.13.77.49	172.10.0.2	6	61843	3389	1	58
2013-04-10 13:01:38	2013-04-10 13:01:38	10.13.77.49	172.10.0.2	6	61844	3389	1	58
2013-04-10 13:01:39	2013-04-10 13:01:39	10.13.77.49	172.10.0.2	6	61845	3389	1	58
2013-04-10 13:01:41	2013-04-10 13:01:41	10.13.77.49	172.10.0.2	6	61846	3389	1	58
2013-04-10 13:01:42	2013-04-10 13:01:42	10.13.77.49	172.10.0.2	6	61847	3389	1	58
2013-04-10 13:01:44	2013-04-10 13:01:44	10.13.77.49	172.10.0.2	6	61848	3389	1	58
2013-04-10 13:01:45	2013-04-10 13:01:45	10.13.77.49	172.10.0.2	6	61849	3389	1	58
2013-04-10 13:01:47	2013-04-10 13:01:47	10.13.77.49	172.10.0.2	6	61850	3389	1	58
2013-04-10 13:01:48	2013-04-10 13:01:48	10.13.77.49	172.10.0.2	6	61851	3389	1	58
2013-04-10 13:01:50	2013-04-10 13:01:50	10.13.77.49	172.10.0.2	6	61852	3389	1	58
2013-04-10 13:01:51	2013-04-10 13:01:51	10.13.77.49	172.10.0.2	6	61853	3389	1	58
2013-04-10 13:01:53	2013-04-10 13:01:53	10.13.77.49	172.10.0.2	6	61854	3389	1	58
2013-04-10 13:01:54	2013-04-10 13:01:54	10.13.77.49	172.10.0.2	6	61855	3389	2	112
2013-04-10 13:01:56	2013-04-10 13:01:56	10.13.77.49	172.10.0.2	6	61856	3389	1	58
2013-04-10 13:01:57	2013-04-10 13:01:57	10.13.77.49	172.10.0.2	6	61857	3389	1	58
2013-04-10 13:01:59	2013-04-10 13:01:59	10.13.77.49	172.10.0.2	6	61858	3389	1	58
2013-04-10 13:02:00	2013-04-10 13:02:00	10.13.77.49	172.10.0.2	6	61859	3389	1	58
2013-04-10 13:02:02	2013-04-10 13:02:02	10.13.77.49	172.10.0.2	6	61860	3389	1	58
2013-04-10 13:02:03	2013-04-10 13:02:03	10.13.77.49	172.10.0.2	6	61861	3389	1	58
2013-04-10 13:02:05	2013-04-10 13:02:05	10.13.77.49	172.10.0.2	6	61862	3389	1	58
2013-04-10 13:02:06	2013-04-10 13:02:06	10.13.77.49	172.10.0.2	6	61863	3389	1	58
2013-04-10 13:02:08	2013-04-10 13:02:08	10.13.77.49	172.10.0.2	6	61864	3389	1	58
2013-04-10 13:02:09	2013-04-10 13:02:09	10.13.77.49	172.10.0.2	6	61865	3389	1	58
2013-04-10 13:02:11	2013-04-10 13:02:11	10.13.77.49	172.10.0.2	6	61866	3389	1	58
2013-04-10 13:02:12	2013-04-10 13:02:12	10.13.77.49	172.10.0.2	6	61867	3389	1	58
2013-04-10 13:02:14	2013-04-10 13:02:14	10.13.77.49	172.10.0.2	6	61868	3389	1	58
2013-04-10 13:02:15	2013-04-10 13:02:15	10.13.77.49	172.10.0.2	6	61869	3389	1	58
2013-04-10 13:02:17	2013-04-10 13:02:17	10.13.77.49	172.10.0.2	6	61870	3389	1	58
2013-04-10 13:02:18	2013-04-10 13:02:18	10.13.77.49	172.10.0.2	6	61871	3389	1	58
2013-04-10 13:02:20	2013-04-10 13:02:20	10.13.77.49	172.10.0.2	6	61872	3389	1	58
2013-04-10 13:02:21	2013-04-10 13:02:21	10.13.77.49	172.10.0.2	6	61873	3389	1	58
2013-04-10 13:02:23	2013-04-10 13:02:23	10.13.77.49	172.10.0.2	6	61874	3389	1	58
2013-04-10 13:02:24	2013-04-10 13:02:24	10.13.77.49	172.10.0.2	6	61875	3389	1	58
2013-04-10 13:02:26	2013-04-10 13:02:26	10.13.77.49	172.10.0.2	6	61876	3389	2	112
2013-04-10 13:02:27	2013-04-10 13:02:27	10.13.77.49	172.10.0.2	6	61877	3389	1	58
2013-04-10 13:02:28	2013-04-10 13:02:28	10.13.77.49	172.10.0.2	6	61878	3389	1	58
2013-04-10 13:02:30	2013-04-10 13:02:30	10.13.77.49	172.10.0.2	6	61879	3389	1	58
2013-04-10 13:02:31	2013-04-10 13:02:31	10.13.77.49	172.10.0.2	6	61880	3389	1	58
2013-04-10 13:02:33	2013-04-10 13:02:33	10.13.77.49	172.10.0.2	6	61881	3389	1	58
2013-04-10 13:02:34	2013-04-10 13:02:34	10.13.77.49	172.10.0.2	6	61882	3389	1	58
2013-04-10 13:02:36	2013-04-10 13:02:36	10.13.77.49	172.10.0.2	6	61883	3389	1	58
2013-04-10 13:02:37	2013-04-10 13:02:37	10.13.77.49	172.10.0.2	6	61884	3389	1	58
2013-04-10 13:02:39	2013-04-10 13:02:39	10.13.77.49	172.10.0.2	6	61885	3389	1	58
2013-04-10 13:02:40	2013-04-10 13:02:40	10.13.77.49	172.10.0.2	6	61886	3389	1	58
2013-04-10 13:02:42	2013-04-10 13:02:42	10.13.77.49	172.10.0.2	6	61887	3389	1	58
2013-04-10 13:02:43	2013-04-10 13:02:43	10.13.77.49	172.10.0.2	6	61888	3389	1	58
2013-04-10 13:02:45	2013-04-10 13:02:45	10.13.77.49	172.10.0.2	6	61889	3389	1	58
2013-04-10 13:02:46	2013-04-10 13:02:46	10.13.77.49	172.10.0.2	6	61890	3389	1	58
2013-04-10 13:02:48	2013-04-10 13:02:48	10.13.77.49	172.10.0.2	6	61891	3389	1	58
