firstseen	lastseen	srcip	dstip	sport	dport	conns	maxpkts	avgpkts	maxbytes	avgbytes
2013-04-02 11:07:17	2013-04-02 11:07:17	172.10.1.130	10.199.250.2	2313	6574	1	14	14.0	764	764.0
2013-04-01 14:56:38	2013-04-01 14:56:38	172.10.1.130	10.199.250.2	2438	10979	1	43	43.0	2330	2330.0
2013-04-01 16:08:25	2013-04-01 16:08:25	172.10.1.130	10.199.250.2	2535	12796	1	14	14.0	764	764.0
2013-04-04 09:10:48	2013-04-04 09:10:48	172.10.1.130	10.199.250.2	2715	20554	1	29	29.0	1574	1574.0
2013-04-07 08:20:54	2013-04-07 08:20:54	172.10.1.130	10.199.250.2	2755	34488	1	33	33.0	1790	1790.0
2013-04-06 10:53:32	2013-04-06 10:53:32	172.10.1.130	10.199.250.2	2768	31817	1	56	56.0	3276	3276.0
2013-04-01 13:40:29	2013-04-01 13:40:29	172.10.1.130	10.199.250.2	2804	9038	1	14	14.0	764	764.0
2013-04-03 08:51:47	2013-04-03 08:51:47	172.10.1.130	10.199.250.2	2915	15830	1	35	35.0	1898	1898.0
2013-04-05 07:37:48	2013-04-05 07:37:48	172.10.1.130	10.199.250.2	2990	24368	1	41	41.0	2302	2302.0
2013-04-06 09:25:51	2013-04-06 09:25:51	172.10.1.130	10.199.250.2	3065	29603	1	46	46.0	2492	2492.0
2013-04-02 09:54:58	2013-04-02 09:54:58	172.10.1.130	10.199.250.2	3138	4741	1	30	30.0	1628	1628.0
2013-04-02 08:43:03	2013-04-02 08:43:03	172.10.1.130	10.199.250.2	3220	2919	1	30	30.0	1628	1628.0
2013-04-02 14:27:08	2013-04-02 14:27:08	172.10.1.130	10.199.250.2	3371	11657	1	39	39.0	2114	2114.0
2013-04-06 08:58:00	2013-04-06 08:58:00	172.10.1.130	10.199.250.2	3416	28901	1	35	35.0	1898	1898.0
2013-04-06 07:38:52	2013-04-06 07:38:52	172.10.1.130	10.199.250.2	3547	26883	1	45	45.0	2818	2818.0
2013-04-02 10:58:50	2013-04-02 10:58:50	172.10.1.130	10.199.250.2	3553	6366	1	29	29.0	1574	1574.0
2013-04-01 15:16:30	2013-04-01 15:16:30	172.10.1.130	10.199.250.2	3622	11481	1	14	14.0	764	764.0
2013-04-06 09:21:32	2013-04-06 09:21:32	172.10.1.130	10.199.250.2	3666	29494	1	29	29.0	1574	1574.0
2013-04-01 16:03:57	2013-04-01 16:03:57	172.10.1.130	10.199.250.2	3718	12681	1	54	54.0	2924	2924.0
2013-04-02 09:15:27	2013-04-02 09:15:27	172.10.1.130	10.199.250.2	3729	3736	1	35	35.0	1898	1898.0
2013-04-03 09:31:37	2013-04-03 09:31:37	172.10.1.130	10.199.250.2	3746	16835	1	31	31.0	1682	1682.0
2013-04-02 13:39:27	2013-04-02 13:39:27	172.10.1.130	10.199.250.2	3810	10450	1	14	14.0	764	764.0
2013-04-06 10:36:31	2013-04-06 10:36:31	172.10.1.130	10.199.250.2	3951	31387	1	30	30.0	1628	1628.0
2013-04-01 15:12:08	2013-04-01 15:12:08	172.10.1.130	10.199.250.2	4444	11370	1	35	35.0	1898	1898.0
2013-04-01 10:58:23	2013-04-01 10:58:23	172.10.1.130	10.199.250.2	4466	4919	1	46	46.0	2492	2492.0
2013-04-02 12:01:49	2013-04-02 12:01:49	172.10.1.130	10.199.250.2	4492	7965	1	14	14.0	764	764.0
2013-04-02 15:22:37	2013-04-02 15:22:37	172.10.1.130	10.199.250.2	4545	13063	1	42	42.0	2276	2276.0
2013-04-01 15:47:19	2013-04-01 15:47:19	172.10.1.130	10.199.250.2	4683	12259	1	14	14.0	764	764.0
2013-04-02 14:23:20	2013-04-02 14:23:20	172.10.1.130	10.199.250.2	4801	11562	1	14	14.0	764	764.0
2013-04-04 07:31:14	2013-04-04 07:31:14	172.10.1.130	10.199.250.2	4840	18039	1	2	2.0	116	116.0
2013-04-02 13:27:57	2013-04-02 13:27:57	172.10.1.130	10.199.250.2	4951	10161	1	45	45.0	2438	2438.0
2013-04-04 10:44:46	2013-04-04 10:44:46	172.10.1.130	10.199.250.2	4963	22938	1	43	43.0	2414	2414.0
2013-04-02 12:17:50	2013-04-02 12:17:50	172.10.1.130	10.199.250.2	4989	8380	1	37	37.0	2006	2006.0
2013-04-01 10:14:23	2013-04-01 10:14:23	172.10.1.131	10.199.250.2	1268	3796	1	30	30.0	1628	1628.0
2013-04-03 08:53:54	2013-04-03 08:53:54	172.10.1.131	10.199.250.2	1334	15880	1	43	43.0	2330	2330.0
2013-04-06 10:41:19	2013-04-06 10:41:19	172.10.1.131	10.199.250.2	1375	31511	1	34	34.0	1964	1964.0
2013-04-01 09:41:14	2013-04-01 09:41:14	172.10.1.131	10.199.250.2	1425	2961	1	14	14.0	764	764.0
2013-04-04 09:13:49	2013-04-04 09:13:49	172.10.1.131	10.199.250.2	1444	20624	1	14	14.0	764	764.0
2013-04-05 09:02:30	2013-04-05 09:02:30	172.10.1.131	10.199.250.2	1571	26200	1	51	51.0	3090	3090.0
2013-04-06 11:13:08	2013-04-06 11:13:08	172.10.1.131	10.199.250.2	1771	32312	1	33	33.0	1838	1838.0
2013-04-04 09:09:50	2013-04-04 09:09:50	172.10.1.131	10.199.250.2	1804	20525	1	36	36.0	1952	1952.0
2013-04-06 09:09:42	2013-04-06 09:09:42	172.10.1.131	10.199.250.2	1846	29195	1	43	43.0	2330	2330.0
2013-04-06 11:30:08	2013-04-06 11:30:08	172.10.1.131	10.199.250.2	2057	32725	1	54	54.0	3080	3080.0
2013-04-04 07:32:23	2013-04-04 07:32:23	172.10.1.131	10.199.250.2	2169	21	1	6	6.0	340	340.0
2013-04-01 12:18:37	2013-04-01 12:18:37	172.10.1.131	10.199.250.2	2216	6952	1	31	31.0	1682	1682.0
2013-04-06 09:50:12	2013-04-06 09:50:12	172.10.1.131	10.199.250.2	2370	30222	1	33	33.0	1790	1790.0
2013-04-06 07:47:25	2013-04-06 07:47:25	172.10.1.131	10.199.250.2	2424	27117	1	32	32.0	1772	1772.0
2013-04-01 14:36:35	2013-04-01 14:36:35	172.10.1.131	10.199.250.2	2434	10472	1	42	42.0	2276	2276.0
2013-04-01 09:13:38	2013-04-01 09:13:38	172.10.1.131	10.199.250.2	2578	2264	1	39	39.0	2114	2114.0
2013-04-03 07:30:37	2013-04-03 07:30:37	172.10.1.131	10.199.250.2	2591	13759	1	14	14.0	764	764.0
2013-04-01 13:14:31	2013-04-01 13:14:31	172.10.1.131	10.199.250.2	2616	8376	1	30	30.0	1628	1628.0
2013-04-04 09:45:12	2013-04-04 09:45:12	172.10.1.131	10.199.250.2	2756	21424	1	36	36.0	1952	1952.0
2013-04-03 09:52:40	2013-04-03 09:52:40	172.10.1.131	10.199.250.2	2855	17374	1	28	28.0	1520	1520.0
2013-04-01 08:40:20	2013-04-01 08:40:20	172.10.1.131	10.199.250.2	2913	1464	1	30	30.0	1628	1628.0
2013-04-01 09:29:31	2013-04-01 09:29:31	172.10.1.131	10.199.250.2	2937	2664	1	14	14.0	764	764.0
2013-04-02 14:03:15	2013-04-02 14:03:15	172.10.1.131	10.199.250.2	3014	11050	1	14	14.0	764	764.0
2013-04-02 13:38:35	2013-04-02 13:38:35	172.10.1.131	10.199.250.2	3103	10424	1	34	34.0	1844	1844.0
2013-04-01 14:32:41	2013-04-01 14:32:41	172.10.1.131	10.199.250.2	3123	10371	1	43	43.0	2330	2330.0
2013-04-05 07:38:00	2013-04-05 07:38:00	172.10.1.131	10.199.250.2	3142	24380	1	14	14.0	764	764.0
2013-04-01 12:57:38	2013-04-01 12:57:38	172.10.1.131	10.199.250.2	3436	7949	1	43	43.0	2330	2330.0
2013-04-03 09:48:58	2013-04-03 09:48:58	172.10.1.131	10.199.250.2	3644	17278	1	30	30.0	1628	1628.0
2013-04-01 09:17:25	2013-04-01 09:17:25	172.10.1.131	10.199.250.2	3697	2360	1	30	30.0	1628	1628.0
2013-04-04 11:11:31	2013-04-04 11:11:31	172.10.1.131	10.199.250.2	3751	23618	1	33	33.0	1874	1874.0
2013-04-02 08:53:41	2013-04-02 08:53:41	172.10.1.131	10.199.250.2	3919	3191	1	36	36.0	1952	1952.0
2013-04-04 10:28:16	2013-04-04 10:28:16	172.10.1.131	10.199.250.2	4009	22523	1	14	14.0	764	764.0
2013-04-03 07:50:30	2013-04-03 07:50:30	172.10.1.131	10.199.250.2	4158	14277	1	31	31.0	1682	1682.0
2013-04-06 10:17:53	2013-04-06 10:17:53	172.10.1.131	10.199.250.2	4173	30921	1	31	31.0	1682	1682.0
2013-04-01 13:38:29	2013-04-01 13:38:29	172.10.1.131	10.199.250.2	4374	8985	1	33	33.0	1790	1790.0
2013-04-01 10:49:40	2013-04-01 10:49:40	172.10.1.131	10.199.250.2	4436	4696	1	31	31.0	1682	1682.0
2013-04-01 11:13:46	2013-04-01 11:13:46	172.10.1.131	10.199.250.2	4587	5307	1	14	14.0	764	764.0
2013-04-04 09:22:08	2013-04-04 09:22:08	172.10.1.131	10.199.250.2	4675	20840	1	45	45.0	2462	2462.0
2013-04-02 10:24:03	2013-04-02 10:24:03	172.10.1.131	10.199.250.2	4678	5483	1	29	29.0	1574	1574.0
2013-04-02 12:52:04	2013-04-02 12:52:04	172.10.1.131	10.199.250.2	4707	9246	1	30	30.0	1628	1628.0
2013-04-02 08:16:05	2013-04-02 08:16:05	172.10.1.131	10.199.250.2	4716	2235	1	51	51.0	2762	2762.0
2013-04-02 10:56:33	2013-04-02 10:56:33	172.10.1.131	10.199.250.2	4756	6305	1	14	14.0	764	764.0
2013-04-01 16:19:21	2013-04-01 16:19:21	172.10.1.131	10.199.250.2	4774	13073	1	44	44.0	2384	2384.0
2013-04-02 14:56:53	2013-04-02 14:56:53	172.10.1.131	10.199.250.2	4795	12413	1	29	29.0	1574	1574.0
2013-04-02 09:08:40	2013-04-02 09:08:40	172.10.1.131	10.199.250.2	4875	3570	1	33	33.0	1790	1790.0
2013-04-02 08:25:41	2013-04-02 08:25:41	172.10.1.132	10.199.250.2	1046	2469	1	45	45.0	2438	2438.0
2013-04-05 07:52:20	2013-04-05 07:52:20	172.10.1.132	10.199.250.2	1166	24723	1	31	31.0	1730	1730.0
2013-04-04 09:18:06	2013-04-04 09:18:06	172.10.1.132	10.199.250.2	1278	20738	1	14	14.0	764	764.0
2013-04-07 07:58:47	2013-04-07 07:58:47	172.10.1.132	10.199.250.2	1344	33938	1	14	14.0	764	764.0
2013-04-02 09:25:14	2013-04-02 09:25:14	172.10.1.132	10.199.250.2	1358	3993	1	14	14.0	764	764.0
2013-04-07 07:38:24	2013-04-07 07:38:24	172.10.1.132	10.199.250.2	1570	33439	1	61	61.0	3706	3706.0
2013-04-04 08:42:01	2013-04-04 08:42:01	172.10.1.132	10.199.250.2	1607	19836	1	15	15.0	882	882.0
2013-04-02 13:28:42	2013-04-02 13:28:42	172.10.1.132	10.199.250.2	1637	10176	1	41	41.0	2222	2222.0
2013-04-06 09:04:44	2013-04-06 09:04:44	172.10.1.132	10.199.250.2	1638	29063	1	35	35.0	1898	1898.0
2013-04-03 09:01:55	2013-04-03 09:01:55	172.10.1.132	10.199.250.2	1687	16087	1	53	53.0	2870	2870.0
2013-04-04 09:38:16	2013-04-04 09:38:16	172.10.1.132	10.199.250.2	1704	21248	1	40	40.0	2168	2168.0
2013-04-03 09:29:23	2013-04-03 09:29:23	172.10.1.132	10.199.250.2	1799	16782	1	14	14.0	764	764.0
2013-04-01 12:59:23	2013-04-01 12:59:23	172.10.1.132	10.199.250.2	2269	7999	1	34	34.0	1844	1844.0
2013-04-05 07:56:28	2013-04-05 07:56:28	172.10.1.132	10.199.250.2	2324	24825	1	20	20.0	1136	1136.0
2013-04-04 07:36:36	2013-04-04 07:36:36	172.10.1.132	10.199.250.2	2342	21	1	8	8.0	480	480.0
2013-04-06 10:19:58	2013-04-06 10:19:58	172.10.1.132	10.199.250.2	2377	30967	1	3	3.0	186	186.0
2013-04-02 12:02:57	2013-04-02 12:02:57	172.10.1.132	10.199.250.2	2451	8000	1	52	52.0	2816	2816.0
2013-04-06 07:19:49	2013-04-06 07:19:49	172.10.1.132	10.199.250.2	2927	26391	1	32	32.0	1840	1840.0
2013-04-01 13:07:18	2013-04-01 13:07:18	172.10.1.132	10.199.250.2	2971	8197	1	53	53.0	2870	2870.0
2013-04-02 11:47:25	2013-04-02 11:47:25	172.10.1.132	10.199.250.2	3125	7599	1	14	14.0	764	764.0
2013-04-01 08:50:57	2013-04-01 08:50:57	172.10.1.132	10.199.250.2	3137	1701	1	29	29.0	1574	1574.0
2013-04-07 08:58:03	2013-04-07 08:58:03	172.10.1.132	10.199.250.2	3196	35440	1	50	50.0	2708	2708.0
2013-04-02 10:19:05	2013-04-02 10:19:05	172.10.1.132	10.199.250.2	3234	5354	1	31	31.0	1682	1682.0
2013-04-04 10:01:18	2013-04-04 10:01:18	172.10.1.132	10.199.250.2	3595	21829	1	35	35.0	2030	2030.0
2013-04-03 07:47:21	2013-04-03 07:47:21	172.10.1.132	10.199.250.2	3754	14200	1	41	41.0	2222	2222.0
2013-04-07 08:18:27	2013-04-07 08:18:27	172.10.1.132	10.199.250.2	3785	34434	1	41	41.0	2462	2462.0
2013-04-07 08:30:01	2013-04-07 08:30:01	172.10.1.132	10.199.250.2	3799	34729	1	49	49.0	3062	3062.0
2013-04-10 07:37:12	2013-04-10 07:37:12	172.10.1.132	10.199.250.2	3852	47306	1	30	30.0	1628	1628.0
2013-04-03 10:09:03	2013-04-03 10:09:03	172.10.1.132	10.199.250.2	3890	17787	1	37	37.0	2230	2230.0
2013-04-01 10:30:16	2013-04-01 10:30:16	172.10.1.132	10.199.250.2	3938	4203	1	37	37.0	2006	2006.0
2013-04-02 10:30:30	2013-04-02 10:30:30	172.10.1.132	10.199.250.2	3946	5647	1	39	39.0	2114	2114.0
2013-04-06 09:32:49	2013-04-06 09:32:49	172.10.1.132	10.199.250.2	4001	29772	1	16	16.0	920	920.0
2013-04-01 11:09:53	2013-04-01 11:09:53	172.10.1.132	10.199.250.2	4089	5210	1	30	30.0	1628	1628.0
2013-04-03 08:18:17	2013-04-03 08:18:17	172.10.1.132	10.199.250.2	4143	14975	1	14	14.0	764	764.0
2013-04-02 14:04:45	2013-04-02 14:04:45	172.10.1.132	10.199.250.2	4185	11090	1	30	30.0	1628	1628.0
2013-04-07 08:34:23	2013-04-07 08:34:23	172.10.1.132	10.199.250.2	4208	34839	1	14	14.0	764	764.0
2013-04-04 10:20:30	2013-04-04 10:20:30	172.10.1.132	10.199.250.2	4237	22321	1	40	40.0	2168	2168.0
2013-04-04 08:29:43	2013-04-04 08:29:43	172.10.1.132	10.199.250.2	4260	19520	1	42	42.0	2592	2592.0
2013-04-01 10:26:03	2013-04-01 10:26:03	172.10.1.132	10.199.250.2	4431	4094	1	30	30.0	1628	1628.0
2013-04-06 08:46:25	2013-04-06 08:46:25	172.10.1.132	10.199.250.2	4437	28604	1	14	14.0	764	764.0
2013-04-06 08:42:09	2013-04-06 08:42:09	172.10.1.132	10.199.250.2	4440	28493	1	33	33.0	1790	1790.0
2013-04-01 12:55:43	2013-04-01 12:55:43	172.10.1.132	10.199.250.2	4545	7904	1	45	45.0	2438	2438.0
2013-04-05 07:32:59	2013-04-05 07:32:59	172.10.1.132	10.199.250.2	4658	24219	1	47	47.0	2910	2910.0
2013-04-03 08:38:12	2013-04-03 08:38:12	172.10.1.132	10.199.250.2	4718	15483	1	14	14.0	764	764.0
2013-04-01 12:08:43	2013-04-01 12:08:43	172.10.1.132	10.199.250.2	4753	6703	1	43	43.0	2330	2330.0
2013-04-04 09:42:29	2013-04-04 09:42:29	172.10.1.132	10.199.250.2	4775	21357	1	14	14.0	764	764.0
2013-04-02 13:13:00	2013-04-02 13:13:00	172.10.1.132	10.199.250.2	4797	9776	1	54	54.0	2924	2924.0
2013-04-01 11:56:45	2013-04-01 11:56:45	172.10.1.132	10.199.250.2	4906	6397	1	30	30.0	1628	1628.0
2013-04-02 08:51:00	2013-04-02 08:51:00	172.10.1.132	10.199.250.2	4939	3124	1	14	14.0	764	764.0
2013-04-01 13:39:00	2013-04-01 13:39:00	172.10.1.133	10.199.250.2	1081	8997	1	31	31.0	1682	1682.0
2013-04-06 08:51:10	2013-04-06 08:51:10	172.10.1.133	10.199.250.2	1196	28724	1	43	43.0	2330	2330.0
2013-04-06 09:58:18	2013-04-06 09:58:18	172.10.1.133	10.199.250.2	1214	30425	1	30	30.0	1628	1628.0
2013-04-01 14:55:07	2013-04-01 14:55:07	172.10.1.133	10.199.250.2	1270	10941	1	43	43.0	2330	2330.0
2013-04-02 15:03:31	2013-04-02 15:03:31	172.10.1.133	10.199.250.2	1275	12577	1	3	3.0	186	186.0
2013-04-01 14:26:12	2013-04-01 14:26:12	172.10.1.133	10.199.250.2	1288	10203	1	54	54.0	2924	2924.0
2013-04-06 09:18:27	2013-04-06 09:18:27	172.10.1.133	10.199.250.2	1312	29412	1	35	35.0	1898	1898.0
2013-04-03 08:31:47	2013-04-03 08:31:47	172.10.1.133	10.199.250.2	1479	15316	1	50	50.0	2708	2708.0
2013-04-02 10:01:47	2013-04-02 10:01:47	172.10.1.133	10.199.250.2	1652	4922	1	14	14.0	764	764.0
2013-04-03 09:59:53	2013-04-03 09:59:53	172.10.1.133	10.199.250.2	1722	17557	1	27	27.0	1466	1466.0
2013-04-02 09:17:41	2013-04-02 09:17:41	172.10.1.133	10.199.250.2	1959	3802	1	61	61.0	3302	3302.0
2013-04-06 09:14:36	2013-04-06 09:14:36	172.10.1.133	10.199.250.2	2024	29318	1	30	30.0	1628	1628.0
2013-04-07 08:09:33	2013-04-07 08:09:33	172.10.1.133	10.199.250.2	2034	34201	1	14	14.0	764	764.0
2013-04-03 10:11:22	2013-04-03 10:11:22	172.10.1.133	10.199.250.2	2072	17849	1	20	20.0	1088	1088.0
2013-04-04 08:49:50	2013-04-04 08:49:50	172.10.1.133	10.199.250.2	2147	20033	1	55	55.0	3230	3230.0
2013-04-07 08:24:22	2013-04-07 08:24:22	172.10.1.133	10.199.250.2	2173	34581	1	31	31.0	1682	1682.0
2013-04-06 11:14:04	2013-04-06 11:14:04	172.10.1.133	10.199.250.2	2272	21	1	40	40.0	2474	2474.0
2013-04-01 14:51:11	2013-04-01 14:51:11	172.10.1.133	10.199.250.2	2315	10838	1	14	14.0	764	764.0
2013-04-06 11:30:34	2013-04-06 11:30:34	172.10.1.133	10.199.250.2	2517	32737	1	15	15.0	818	818.0
2013-04-01 15:02:32	2013-04-01 15:02:32	172.10.1.133	10.199.250.2	2575	11130	1	45	45.0	2438	2438.0
2013-04-01 15:26:58	2013-04-01 15:26:58	172.10.1.133	10.199.250.2	2645	11750	1	14	14.0	764	764.0
2013-04-04 08:24:16	2013-04-04 08:24:16	172.10.1.133	10.199.250.2	2660	19376	1	66	66.0	4300	4300.0
2013-04-02 10:32:56	2013-04-02 10:32:56	172.10.1.133	10.199.250.2	2719	5712	1	40	40.0	2168	2168.0
2013-04-02 13:42:48	2013-04-02 13:42:48	172.10.1.133	10.199.250.2	2754	10531	1	38	38.0	2060	2060.0
2013-04-03 10:07:51	2013-04-03 10:07:51	172.10.1.133	10.199.250.2	2862	17758	1	14	14.0	764	764.0
2013-04-04 10:57:19	2013-04-04 10:57:19	172.10.1.133	10.199.250.2	3356	23261	1	48	48.0	2904	2904.0
2013-04-01 15:10:21	2013-04-01 15:10:21	172.10.1.133	10.199.250.2	3394	11328	1	29	29.0	1574	1574.0
2013-04-01 10:48:30	2013-04-01 10:48:30	172.10.1.133	10.199.250.2	3412	4668	1	14	14.0	764	764.0
2013-04-02 09:46:14	2013-04-02 09:46:14	172.10.1.133	10.199.250.2	3439	4524	1	36	36.0	1952	1952.0
2013-04-02 08:53:14	2013-04-02 08:53:14	172.10.1.133	10.199.250.2	3490	3177	1	14	14.0	764	764.0
2013-04-01 15:51:18	2013-04-01 15:51:18	172.10.1.133	10.199.250.2	3510	12358	1	29	29.0	1574	1574.0
2013-04-03 07:33:52	2013-04-03 07:33:52	172.10.1.133	10.199.250.2	3614	13832	1	37	37.0	2006	2006.0
2013-04-02 07:42:01	2013-04-02 07:42:01	172.10.1.133	10.199.250.2	3637	1374	1	16	16.0	884	884.0
2013-04-04 08:08:32	2013-04-04 08:08:32	172.10.1.133	10.199.250.2	3707	18977	1	18	18.0	1016	1016.0
2013-04-01 16:03:58	2013-04-01 16:03:58	172.10.1.133	10.199.250.2	3744	12682	1	57	57.0	3086	3086.0
2013-04-10 07:37:17	2013-04-10 07:37:17	172.10.1.133	10.199.250.2	3939	47308	1	29	29.0	1574	1574.0
2013-04-01 14:58:50	2013-04-01 14:58:50	172.10.1.133	10.199.250.2	3986	11039	1	33	33.0	1790	1790.0
2013-04-06 10:13:45	2013-04-06 10:13:45	172.10.1.133	10.199.250.2	3990	30814	1	40	40.0	2168	2168.0
2013-04-02 12:09:14	2013-04-02 12:09:14	172.10.1.133	10.199.250.2	4002	8158	1	29	29.0	1574	1574.0
2013-04-01 15:23:10	2013-04-01 15:23:10	172.10.1.133	10.199.250.2	4067	11651	1	38	38.0	2060	2060.0
2013-04-01 15:34:54	2013-04-01 15:34:54	172.10.1.133	10.199.250.2	4112	11948	1	14	14.0	764	764.0
2013-04-06 08:34:25	2013-04-06 08:34:25	172.10.1.133	10.199.250.2	4283	28292	1	32	32.0	1736	1736.0
2013-04-03 08:02:21	2013-04-03 08:02:21	172.10.1.133	10.199.250.2	4308	14575	1	34	34.0	1844	1844.0
2013-04-05 07:29:35	2013-04-05 07:29:35	172.10.1.133	10.199.250.2	4383	24139	1	38	38.0	2180	2180.0
2013-04-01 10:05:43	2013-04-01 10:05:43	172.10.1.133	10.199.250.2	4483	3579	1	14	14.0	764	764.0
2013-04-05 07:58:32	2013-04-05 07:58:32	172.10.1.133	10.199.250.2	4526	24899	1	31	31.0	1682	1682.0
2013-04-02 10:13:02	2013-04-02 10:13:02	172.10.1.133	10.199.250.2	4610	5204	1	29	29.0	1574	1574.0
2013-04-02 13:27:36	2013-04-02 13:27:36	172.10.1.133	10.199.250.2	4623	10156	1	46	46.0	2492	2492.0
2013-04-06 10:58:23	2013-04-06 10:58:23	172.10.1.133	10.199.250.2	4728	31939	1	3	3.0	186	186.0
2013-04-01 14:18:06	2013-04-01 14:18:06	172.10.1.133	10.199.250.2	4814	9995	1	14	14.0	764	764.0
2013-04-01 12:37:22	2013-04-01 12:37:22	172.10.1.133	10.199.250.2	4934	7436	1	14	14.0	764	764.0
2013-04-10 07:32:53	2013-04-10 07:32:53	172.10.1.133	10.199.250.2	4946	47186	1	38	38.0	2060	2060.0
2013-04-06 07:43:12	2013-04-06 07:43:12	172.10.1.134	10.199.250.2	1215	27009	1	20	20.0	1112	1112.0
2013-04-06 11:02:32	2013-04-06 11:02:32	172.10.1.134	10.199.250.2	1248	32043	1	15	15.0	818	818.0
2013-04-06 07:46:34	2013-04-06 07:46:34	172.10.1.134	10.199.250.2	1263	27069	1	93	93.0	6134	6134.0
2013-04-01 13:39:12	2013-04-01 13:39:12	172.10.1.134	10.199.250.2	1290	9006	1	14	14.0	764	764.0
2013-04-01 14:40:13	2013-04-01 14:40:13	172.10.1.134	10.199.250.2	1484	10561	1	29	29.0	1574	1574.0
2013-04-06 09:04:37	2013-04-06 09:04:37	172.10.1.134	10.199.250.2	1495	29057	1	31	31.0	1682	1682.0
2013-04-05 08:16:47	2013-04-05 08:16:47	172.10.1.134	10.199.250.2	1541	25300	1	39	39.0	2318	2318.0
2013-04-06 09:53:48	2013-04-06 09:53:48	172.10.1.134	10.199.250.2	1562	30310	1	14	14.0	764	764.0
2013-04-01 15:31:20	2013-04-01 15:31:20	172.10.1.134	10.199.250.2	1581	11856	1	14	14.0	764	764.0
2013-04-04 07:47:25	2013-04-04 07:47:25	172.10.1.134	10.199.250.2	1629	18477	1	52	52.0	3044	3044.0
2013-04-02 14:47:01	2013-04-02 14:47:01	172.10.1.134	10.199.250.2	2031	12162	1	29	29.0	1574	1574.0
2013-04-02 14:19:29	2013-04-02 14:19:29	172.10.1.134	10.199.250.2	2048	11464	1	41	41.0	2222	2222.0
2013-04-06 11:13:24	2013-04-06 11:13:24	172.10.1.134	10.199.250.2	2063	32320	1	45	45.0	2718	2718.0
2013-04-04 07:50:57	2013-04-04 07:50:57	172.10.1.134	10.199.250.2	2252	18559	1	4	4.0	224	224.0
2013-04-02 10:10:56	2013-04-02 10:10:56	172.10.1.134	10.199.250.2	2373	5142	1	30	30.0	1628	1628.0
2013-04-01 10:42:57	2013-04-01 10:42:57	172.10.1.134	10.199.250.2	2487	4533	1	42	42.0	2276	2276.0
2013-04-07 07:45:44	2013-04-07 07:45:44	172.10.1.134	10.199.250.2	2492	33610	1	12	12.0	668	668.0
2013-04-01 16:02:08	2013-04-01 16:02:08	172.10.1.134	10.199.250.2	2556	12636	1	43	43.0	2330	2330.0
2013-04-03 07:55:07	2013-04-03 07:55:07	172.10.1.134	10.199.250.2	2676	14397	1	15	15.0	818	818.0
2013-04-06 11:17:23	2013-04-06 11:17:23	172.10.1.134	10.199.250.2	2683	32414	1	40	40.0	2236	2236.0
2013-04-06 10:04:31	2013-04-06 10:04:31	172.10.1.134	10.199.250.2	2883	30579	1	39	39.0	2318	2318.0
2013-04-02 09:23:04	2013-04-02 09:23:04	172.10.1.134	10.199.250.2	3063	3930	1	39	39.0	2114	2114.0
2013-04-06 08:53:27	2013-04-06 08:53:27	172.10.1.134	10.199.250.2	3239	28777	1	14	14.0	764	764.0
2013-04-01 15:03:40	2013-04-01 15:03:40	172.10.1.134	10.199.250.2	3302	11155	1	35	35.0	1898	1898.0
2013-04-01 15:39:26	2013-04-01 15:39:26	172.10.1.134	10.199.250.2	3359	12061	1	45	45.0	2438	2438.0
2013-04-02 09:50:45	2013-04-02 09:50:45	172.10.1.134	10.199.250.2	3397	4637	1	14	14.0	764	764.0
2013-04-02 12:48:09	2013-04-02 12:48:09	172.10.1.134	10.199.250.2	3449	9145	1	47	47.0	2546	2546.0
2013-04-02 14:27:19	2013-04-02 14:27:19	172.10.1.134	10.199.250.2	3492	11664	1	52	52.0	2816	2816.0
2013-04-06 10:00:54	2013-04-06 10:00:54	172.10.1.134	10.199.250.2	3518	30487	1	57	57.0	3086	3086.0
2013-04-02 14:15:43	2013-04-02 14:15:43	172.10.1.134	10.199.250.2	3541	11369	1	30	30.0	1628	1628.0
2013-04-06 09:21:18	2013-04-06 09:21:18	172.10.1.134	10.199.250.2	3597	29487	1	2	2.0	116	116.0
2013-04-03 07:58:49	2013-04-03 07:58:49	172.10.1.134	10.199.250.2	3733	14489	1	14	14.0	764	764.0
2013-04-04 11:22:08	2013-04-04 11:22:08	172.10.1.134	10.199.250.2	3879	23886	1	3	3.0	178	178.0
2013-04-01 12:11:13	2013-04-01 12:11:13	172.10.1.134	10.199.250.2	4057	6767	1	14	14.0	764	764.0
2013-04-02 13:15:59	2013-04-02 13:15:59	172.10.1.134	10.199.250.2	4135	9857	1	14	14.0	764	764.0
2013-04-02 11:37:32	2013-04-02 11:37:32	172.10.1.134	10.199.250.2	4154	7351	1	48	48.0	2600	2600.0
2013-04-03 09:32:04	2013-04-03 09:32:04	172.10.1.134	10.199.250.2	4201	16847	1	29	29.0	1574	1574.0
2013-04-01 14:25:19	2013-04-01 14:25:19	172.10.1.134	10.199.250.2	4222	10184	1	45	45.0	2438	2438.0
2013-04-02 07:39:34	2013-04-02 07:39:34	172.10.1.134	10.199.250.2	4249	1355	1	10	10.0	572	572.0
2013-04-06 09:57:19	2013-04-06 09:57:19	172.10.1.134	10.199.250.2	4321	30398	1	55	55.0	2978	2978.0
2013-04-01 14:59:18	2013-04-01 14:59:18	172.10.1.134	10.199.250.2	4348	11048	1	41	41.0	2222	2222.0
